city,model,surf,loc,rmse,r2,mae
1,itself_subsamples,N,N,1.1568037386863463,0.9831239053316977,0.8812596278805886
2,itself_subsamples,N,N,1.3489192526826317,0.9828153463125274,0.9756408358318419
3,itself_subsamples,N,N,1.0658738351942179,0.9928336525688182,0.799885652554412
